Country,Name,Code,AirportCode,AirportName
Portugalia,Casabela  ,FAO17011,FAO,Faro
Turcja,Elysee Beach Hotel,AYT61120,AYT,Antalya
Bu³garia,Duni Royal Pelican,BOJ12015,BOJ,Burgas
Sri Lanka,The Palms,CMB42016,CMB,Sri Lanka
Turcja,Aquamarin Side Resort,AYT42032,AYT,Antalya
Wyspy Kanaryjskie,Bull Costa Canaria & Spa,LPA21003,LPA,Gran Canaria
Aruba,Hotel Riu Palace Antillas,AUA10020,AUA,Aruba
Grecja,Atlantica Beach Resort Kos,KGS15056,KGS,Kos
Turcja,Annabella Park,AYT55006,AYT,Antalya
Grecja,Vantaris Palace,HER28017,HER,Heraklion
Tajlandia,Hyatt Regency Phuket Resort,HKT34014,HKT,Phuket
Hiszpania,Pabisa Bali Tower,PMI43018,PMI,Palma de Mallorca
Dominikana,Viva Wyndham Dominicus Palace,PUJ60010,PUJ,Punta Cana
Grecja,Horizon Beach Resort,KGS22020,KGS,Kos
Grecja,The Royal Blue,HER82008,HER,Heraklion
Grecja,Grecotel Casa Marron ,GPA14011,GPA,Araxos
Turcja,Selene Beach & Spa Hotel,AYT55029,AYT,Antalya
Cypr,GrandResort Limassol,LCA12009,LCA,Larnaca
Grecja,Gaia Palace,KGS22006,KGS,Kos
Grecja,Belvedere & Luxury Suites,ZTH12001,ZTH,Zakynthos
Grecja,Rhodos Horizon Resort,RHO11021,RHO,Rodos
Tunezja,Seabel Aladin,DJE11024,DJE,Djerba
Grecja,Horizon Beach,HER52010,HER,Heraklion
Bu³garia,Parkhotel Odessos,VAR21032,VAR,Warna
Chorwacja,Hilton Imperial Dubrovnik,DBV11004,DBV,Dubrownik
Grecja,Porto Platanias Beach Resort & Spa,CHQ18016,CHQ,Chania
Grecja,Fito Aqua Bleu,SMI41011,SMI,Samos
Dominikana,Catalonia Bavaro Beach Golf und Casino Resort,PUJ62081,PUJ,Punta Cana
Egipt,Utopia Beach Club,RMF18092,RMF,Marsa Alam
Cypr,Amara,LCA12060,LCA,Larnaca
Grecja,Vantaris Beach,HER28021,HER,Heraklion
Hiszpania,Amare Beach Hotel Ibiza,IBZ29031,IBZ,Ibiza
Turcja,Sundance Resort ,BJV23003,BJV,Milas-Bodrum
Grecja,Mythos Palace,HER28042,HER,Heraklion
Hiszpania,Club Mac Alcudia,PMI83206,PMI,Palma de Mallorca
Dominikana,TRS Turquesa Hotel,PUJ62037,PUJ,Punta Cana
Bu³garia,Hotel Sol Luna Bay Resort,VAR19050,BOJ,Burgas
Hiszpania,Aubamar Suites & Spa by Pabisa,PMI43071,PMI,Palma de Mallorca
Grecja,Ocean Heights View Hotel,HER41056,HER,Heraklion
Wyspy Kanaryjskie,Labranda Costa Mogan,LPA52003,LPA,Gran Canaria
Indonezja - Bali,Courtyard by Marriott Bali Nusa Dua Resort,DPS20003,DPS,Denpasar
Hiszpania,Insotel Punta Prima Prestige Suites & Spa,MAH11003,MAH,Minorka
Turcja,Marbel Hotel by Palm Wings,ADB11110,ADB,Izmir
Grecja,Lindos Imperial Resort & Spa,RHO16030,RHO,Rodos
Grecja,Princessa Riviera Resort,SMI41009,SMI,Samos
Grecja,Apollo Palace,CFU13010,CFU,Korfu
Hiszpania,Pi?ero Bahia de Palma,PMI44010,PMI,Palma de Mallorca
Turcja,Paloma Finesse,AYT48022,AYT,Antalya
Cypr,Louis St. Elias Resort & Waterpark,LCA15067,LCA,Larnaca
Chorwacja,Atrium Hotel,SPU02601,SPU,Split
Grecja,Lesante Cape Resort & Villas,ZTH17001,ZTH,Zakynthos
Meksyk,Sandos Caracol Eco Resort,CUN43034,CUN,Cancun
Grecja,Meliton,RHO10020,RHO,Rodos
Grecja,Kernos Beach,HER21017,HER,Heraklion
Turcja,Rixos Premium Bodrum,BJV26053,BJV,Milas-Bodrum
Seszele,STORY Seychelles,SEZ10005,SEZ,Mahe
Hiszpania,THB Gran Playa,PMI82020,PMI,Palma de Mallorca
Grecja,Kalypso Resort & Spa,CHQ23009,HER,Heraklion
Portugalia,Vidamar Resort Algarve,FAO16550,FAO,Faro
Hiszpania,Riu Concordia,PMI43009,PMI,Palma de Mallorca
Grecja,Porto Kalamaki,CHQ24030,CHQ,Chania
Cypr,Hotel Capo Bay  ,LCA15010,LCA,Larnaca
Wyspy Kanaryjskie,Taurito Princess,LPA53001,LPA,Gran Canaria
Grecja,Rebecca's Village,CFU32041,CFU,Korfu
Turcja,TUI BLUE Palm Garden,AYT51080,AYT,Antalya
Jamajka,Royalton Negril,MBJ22030,MBJ,Montego Bay
Indonezja - Bali,Holiday Inn Resort Bali Benoa,DPS19040,DPS,Denpasar
Wyspy Kanaryjskie,Labranda Corralejo Village,FUE24055,FUE,Fuerteventura
Hiszpania,The Ibiza Twiins,IBZ22008,IBZ,Ibiza
Dominikana,Tropical Princess Beach Resort & Spa,PUJ62034,PUJ,Punta Cana
Kuba,Iberostar Selection Varadero,VRA20113,HAV,Havana
Grecja,Grecotel Casa Paradiso,KGS23011,KGS,Kos
Egipt,Paradise Abu Soma,HRG12090,HRG,Hurghada
Jamajka,Hotel Riu Negril,MBJ22014,MBJ,Montego Bay
Hiszpania,Bellamar,IBZ28005,IBZ,Ibiza
Mauritius,Zilwa Attitude,MRU46001,MRU,Mauritius
Czarnogóra,Monte Casa Spa & Wellness de Lux,TGD19013,TGD,Podgorica
Cypr,Napa Mermaid Hotel Suites,LCA20025,LCA,Larnaca
Meksyk,Ocean Maya Royale by H10,CUN43070,CUN,Cancun
Zjednoczone Emiraty Arabskie,Hotel Rixos Bab Al Bahr,RKT15007,DXB,Dubai
Grecja,Saint Nicholas,SMI45012,SMI,Samos
Grecja,Axos Hotel,HER80075,HER,Heraklion
Zanzibar,Neptune Pwani Beach Resort Spa   ,ZNZ30005,ZNZ,Zanzibar
Egipt,Aurora Bay Resort,RMF18047,RMF,Marsa Alam
Malediwy,Dhigali Maldives,MLE15002,MLE,Male
Cypr,Kefalos Damon Hotel Apts,PFO10014,PFO,Pafos
Tunezja,Vincci Helios Beach,DJE11006,DJE,Djerba
Egipt,Jasmine Palace Resort,HRG11042,HRG,Hurghada
Meksyk,Dos Playas Faranda,CUN40090,CUN,Cancun
Hiszpania,Grupotel Orient,PMI43033,PMI,Palma de Mallorca
Grecja,St. Nicolas Bay Resort Hotel & Villas,HER49331,HER,Heraklion
Grecja,ATLANTICA Caldera Village,CHQ10030,CHQ,Chania
Turcja,Botanik Platinum,AYT53053,AYT,Antalya
Grecja,Hotel Tsamis Zante,ZTH16010,ZTH,Zakynthos
Turcja,Dream World Hill,AYT42042,AYT,Antalya
Grecja,GRECOTEL Marine Palace & Aqua Park,HER82010,HER,Heraklion
Kenia,Pinewood Beach Resort & Spa,MBA24010,MBA,Mombasa
Tunezja,TUI BLUE Scheherazade,NBE12020,NBE,Enfidha
Meksyk,Secrets The Vine Cancun,CUN40017,CUN,Cancun
Malediwy,Sun Siyam Olhuveli Maldives,MLE30070,MLE,Male
Wyspy Kanaryjskie,Parque de la Paz,TFS38082,TFS,Teneryfa
Wyspy Kanaryjskie,Hotel Lava Beach,ACE21094,ACE,Lanzarote
Tajlandia,The Haven Khao Lak,HKT53022,HKT,Phuket
Wyspy Kanaryjskie,Hotel Puerto de Mogan,LPA52012,LPA,Gran Canaria
Seszele,Le Domaine de L'Orangeraie Resort & Spa,PRI60016,SEZ,Mahe
Egipt,Three Corners Sunny Beach,HRG11155,HRG,Hurghada
Wyspy Kanaryjskie,TUI BLUE Las Pitas,LPA19002,LPA,Gran Canaria
Grecja,Minoa Palace Beach Resort & Spa,CHQ18017,HER,Heraklion
Turcja,Summer Garden Suites & Beach,BJV21014,BJV,Milas-Bodrum
Zjednoczone Emiraty Arabskie,Hilton Dubai Al Habtoor City,DXB21099,DXB,Dubai
Cypr,Louis Althea Beach,LCA15018,LCA,Larnaca
Tunezja,El Ksar Resort & Thalasso,NBE12035,NBE,Enfidha
Bu³garia,Hotel Paraiso Beach,VAR19020,VAR,Warna
Bu³garia,Mercury,BOJ11065,BOJ,Burgas
Cypr,Hotel Alion Beach,LCA20010,LCA,Larnaca
Hiszpania,Zafiro Can Picafort,PMI82075,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Sol Fuerteventura Jandia - All Suites,FUE11036,FUE,Fuerteventura
Grecja,Zeus Hotels The Village Resort & Waterpark,HER41160,HER,Heraklion
Turcja,Tropical Beach Hotel,DLM10024,DLM,Dalaman
Grecja,Alexia Premier City,RHO11070,RHO,Rodos
Tunezja,Eden Star,DJE23009,DJE,Djerba
Grecja,Blue Horizon Palm Beach,RHO20030,RHO,Rodos
Bu³garia,Hotel Longoza,BOJ11049,BOJ,Burgas
Grecja,Almyrida Residence,CHQ29012,CHQ,Chania
Dominikana,Lopesan Costa Bavaro,PUJ62108,PUJ,Punta Cana
Grecja,Rethymno Mare Royal & Water Park,HER80026,HER,Heraklion
Wyspy Kanaryjskie,HD Beach Resort,ACE22022,ACE,Lanzarote
Wyspy Kanaryjskie,Hotel Broncemar Beach,FUE26015,FUE,Fuerteventura
Egipt,Jaz Makadi Aquaviva,HRG13042,HRG,Hurghada
Grecja,Kokkari Beach,SMI40028,SMI,Samos
Egipt,Albatros Palace,HRG11297,HRG,Hurghada
Grecja,Cretan Dream Royal ,CHQ20011,HER,Heraklion
Grecja,Kairaba Mythos Palace,CFU24008,CFU,Korfu
Grecja,Castello Village Resort,HER23020,HER,Heraklion
Wyspy Kanaryjskie,Riu Palace Maspalomas,LPA31080,LPA,Gran Canaria
Turcja,Side Su,AYT43088,AYT,Antalya
Grecja,Aquamare City & Beach Hotel,RHO11079,RHO,Rodos
Turcja,Aqua,DLM12080,DLM,Dalaman
Grecja,Akti Imperial Deluxe,RHO12007,RHO,Rodos
Kenia,The Sands at Chale Island,MBA25010,MBA,Mombasa
Grecja,Palmera Beach Hotel,HER41096,HER,Heraklion
Grecja,ATLANTICA Mikri Poli Crete,HER17001,HER,Heraklion
Grecja,Porto Platanias Village Resort,CHQ18023,CHQ,Chania
Bu³garia,Laguna Park,BOJ11058,BOJ,Burgas
Hiszpania,Pabisa Bali Park,PMI43063,PMI,Palma de Mallorca
Egipt,Solymar Soma Beach,HRG15012,HRG,Hurghada
Wyspy Kanaryjskie,Aparthotel Vigilia Park,TFS36008,TFS,Teneryfa
Kenia,Jacaranda Indian Ocean Beach Resort   ,MBA21021,MBA,Mombasa
Mauritius,Sunrise Attitude,MRU10061,MRU,Mauritius
Grecja,Cosmopolitan,KGS24010,KGS,Kos
Tunezja,Cesar Thalasso Conventions,DJE11050,DJE,Djerba
Turcja,Hotel Grand Side,AYT42020,AYT,Antalya
Wyspy Kanaryjskie,Relaxia Lanzasur Club,ACE23060,ACE,Lanzarote
Bu³garia,Hotel Gladiola Star,VAR21035,VAR,Warna
Wyspy Kanaryjskie,Arena Beach,FUE24001,FUE,Fuerteventura
Meksyk,Dreams Playa Mujeres Golf & Spa Resort,CUN39002,CUN,Cancun
Wyspy Kanaryjskie,Princesa Yaiza Suite Hotel Resort,ACE23022,ACE,Lanzarote
Grecja,Porto Elounda Golf & Spa Resort,HER50062,HER,Heraklion
Cypr,Sunrise Pearl Hotel & SPA,LCA15008,LCA,Larnaca
Portugalia,Jupiter Albufeira Hotel,FAO16202,FAO,Faro
Grecja,TUI BLUE Palazzo del Mare,KGS23019,KGS,Kos
Grecja,Samos Bay,SMI41010,SMI,Samos
Grecja,Porto Bello Beach,KGS15024,KGS,Kos
Portugalia,Yellow Alvor Garden,FAO13001,FAO,Faro
Tunezja,Sentido Djerba Beach,DJE19042,DJE,Djerba
Grecja,Marilena,HER25053,HER,Heraklion
Grecja,Club Aphrodite Beach,HER40024,HER,Heraklion
Turcja,The Residence at TUI BLUE Sensatori Barut Fethiye,DLM23135,DLM,Dalaman
Grecja,Domes of Corfu,CFU16001,CFU,Korfu
Turcja,THE RIXOS LAND OF LEGENDS THEME PARK,AYT31025,AYT,Antalya
Egipt,Three Corners Rihana Resort,HRG16050,HRG,Hurghada
Turcja,Titanic Beach Lara,AYT24001,AYT,Antalya
Grecja,Proteas Blu Resort,SMI41042,SMI,Samos
Grecja,Mediterranean,ZTH19008,ZTH,Zakynthos
Hiszpania,ME Ibiza,IBZ34010,IBZ,Ibiza
Egipt,Amwaj Oyoun Resort & Spa,SSH18025,SSH,Sharm El Sheikh
Turcja,The Beachfront,DLM10249,DLM,Dalaman
Grecja,Fodele Beach & Waterpark Holiday Resort,HER54010,HER,Heraklion
Egipt,Rixos Premium Seagate,SSH18033,SSH,Sharm El Sheikh
Turcja,Kirman Hotels Belazur Resort & Spa,AYT32040,AYT,Antalya
Bu³garia,Strandresidenz Villa List,BOJ12003,BOJ,Burgas
Grecja,SplashWorld Aqua Bay,ZTH13021,ZTH,Zakynthos
Wyspy Kanaryjskie,Aparthotel Playa Calera,GMZ10015,TFS,Teneryfa
Turcja,Limak Lara Deluxe Hotel & Resort,AYT24061,AYT,Antalya
Tunezja,Marhaba Salem,NBE12080,NBE,Enfidha
Hiszpania,Pinero Tal,PMI44073,PMI,Palma de Mallorca
Grecja,Stella Island Luxury Resort & Spa,HER42006,HER,Heraklion
Egipt,Kempinski Hotel Soma Bay ,HRG15043,HRG,Hurghada
Tunezja,Vincci Rosa Beach,NBE14028,NBE,Enfidha
Grecja,Niforeika Beach Hotel & Bungalows,GPA13010,GPA,Araxos
Grecja,Dimitra Beach Hotel & Suites,KGS13031,KGS,Kos
Turcja,Fantasia Hotel De Luxe,ADB11020,ADB,Izmir
Sri Lanka,Club Palm Bay ,CMB10001,CMB,Sri Lanka
Portugalia,Epic Sana Algarve,FAO16160,FAO,Faro
Turcja,Fun&Sun Family Life Side,AYT52015,AYT,Antalya
Grecja,Rhodos Horizon City,RHO11087,RHO,Rodos
Dominikana,Riu Naiboa,PUJ62038,PUJ,Punta Cana
Wyspy Kanaryjskie,Hipotels Natura Palace,ACE23023,ACE,Lanzarote
Turcja,TUI MAGIC LIFE Bodrum,BJV20060,BJV,Milas-Bodrum
Grecja,Princess Andriana Resort & Spa,RHO16050,RHO,Rodos
Grecja,Ideon,HER80009,HER,Heraklion
Wyspy Kanaryjskie,SBH Crystal Beach & Suites,FUE22006,FUE,Fuerteventura
Wyspy Kanaryjskie,TUI MAGIC LIFE Fuerteventura,FUE14080,FUE,Fuerteventura
Mauritius,The Ravenala Attitude,MRU80011,MRU,Mauritius
Zanzibar,Baraza Resort & Spa,ZNZ50011,ZNZ,Zanzibar
Hiszpania,Sol House Costa Del Sol ,AGP22060,AGP,Costa del Sol
Wyspy Kanaryjskie,Riu Palace Tres Islas,FUE21021,FUE,Fuerteventura
Albania,Mel Holiday,TIA15110,TIA,Tirana
Hiszpania,Grupotel Macarella Suites & Spa,MAH26030,MAH,Minorka
Tunezja,El Mouradi Djerba Menzel,DJE11084,DJE,Djerba
Portugalia,Be Smart Terrace Algarve,FAO15006,FAO,Faro
Seszele,Berjaya Beau Vallon Bay Resort & Casino,SEZ10030,SEZ,Mahe
Hiszpania,Anantara Villa Padierna Palace,AGP25037,AGP,Costa del Sol
Cypr,St. George Hotel,PFO10050,PFO,Pafos
Bu³garia,Madara,VAR21049,VAR,Warna
Hiszpania,Grupotel Tamariscos,MAH29017,MAH,Minorka
Grecja,Esperia,RHO11009,RHO,Rodos
Turcja,Natur Garden,BJV21022,BJV,Milas-Bodrum
Wyspy Kanaryjskie,Hotel Jardin Tecina,GMZ11018,TFS,Teneryfa
Turcja,Liberty Hotels Lara Beach,AYT24080,AYT,Antalya
Tajlandia,Best Western Premier Bangtao Beach Resort & Spa,HKT49009,HKT,Phuket
Meksyk,Bahia Principe Grand Coba ,CUN45031,CUN,Cancun
Bu³garia,DIT Evrika Beach Club,BOJ11080,BOJ,Burgas
Grecja,ATLANTICA Caldera Beach,CHQ18029,CHQ,Chania
Egipt,Mercure,HRG11046,HRG,Hurghada
Turcja,Trendy Side Beach,AYT42385,AYT,Antalya
Meksyk,Ocean Coral Turquesa,CUN42019,CUN,Cancun
Grecja,Olea All Suite Hotel,ZTH10006,ZTH,Zakynthos
Meksyk,Ocean Riviera Paradise     ,CUN43061,CUN,Cancun
Hiszpania,Tramontana Park,MAH20001,MAH,Minorka
Hiszpania,Playa Garden,PMI83035,PMI,Palma de Mallorca
Chorwacja,Hotel Marmont,SPU02013,SPU,Split
Grecja,Karras Grande Resort,ZTH13055,ZTH,Zakynthos
Egipt,Parrotel Beach Resort,SSH18100,SSH,Sharm El Sheikh
Hiszpania,Globales Los Patos Park,AGP16007,AGP,Costa del Sol
Albania,Dyrrah,TIA10001,TIA,Tirana
Portugalia,Florasol Residence,FNC11036,FNC,Funchal
Grecja,Lindos White Hotel & Suites,RHO17019,RHO,Rodos
Wyspy Kanaryjskie,TUI Blue Tres Vidas,LPA19003,LPA,Gran Canaria
Hiszpania,Grupotel Mar de Menorca,MAH13001,MAH,Minorka
Albania,Fafa Beach,TIA15112,TIA,Tirana
Seszele,Constance Lemuria Seychelles ,PRI50345,SEZ,Mahe
Grecja,ATLANTICA Akti Zeus,HER25014,HER,Heraklion
Seszele,Savoy Seychelles Resort and Spa,SEZ10015,SEZ,Mahe
Chorwacja,Bluesun Grand Hotel Elaphusa,SPU44017,SPU,Split
Turcja,Begonville,DLM10037,DLM,Dalaman
Grecja,Apollonia Beach Resort & Spa,HER25017,HER,Heraklion
Wyspy Kanaryjskie,HD Parque Cristobal Tenerife,TFS38076,TFS,Teneryfa
Portugalia,LTI Pestana Grand Premium Ocean Resort,FNC11010,FNC,Funchal
Grecja,Royal Bay,KGS26038,KGS,Kos
Turcja,Club Sailors Beach,AYT13015,AYT,Antalya
Grecja,Lesante Classic Luxury Hotel & Spa,ZTH13003,ZTH,Zakynthos
Grecja,St. George's Bay Country Club,CFU12042,CFU,Korfu
Hiszpania,Riu Bravo,PMI43064,PMI,Palma de Mallorca
Seszele,Raffles Seychelles,PRI50070,SEZ,Mahe
Hiszpania,Tropic Garden,IBZ34050,IBZ,Ibiza
Kenia,Leisure Lodge Hotel,MBA21027,MBA,Mombasa
Hiszpania,Inturotel Azul Garden,PMI55033,PMI,Palma de Mallorca
Hiszpania,Sandos El Greco,IBZ41003,IBZ,Ibiza
Hiszpania,Osiris,IBZ28025,IBZ,Ibiza
Tunezja,Petit Palais & SPA,DJE11125,DJE,Djerba
Meksyk,Riu Cancun,CUN40033,CUN,Cancun
Zjednoczone Emiraty Arabskie,DoubleTree by Hilton Marjan Island,RKT15050,DXB,Dubai
Kuba,Iberostar Tainos,VRA20116,HAV,Havana
Grecja,Apollo Beach,RHO13005,RHO,Rodos
Zjednoczone Emiraty Arabskie,Waldorf Astoria Ras Al Khaimah,RKT15011,DXB,Dubai
Turcja,Lujo Bodrum,BJV15006,BJV,Milas-Bodrum
Turcja,Delphin Diva,AYT24042,AYT,Antalya
Bu³garia,Nessebar Beach,BOJ11153,BOJ,Burgas
Bu³garia,Riu Helios Bay,VAR19040,BOJ,Burgas
Wyspy Kanaryjskie,Bungalows HL Club Playa Blanca,ACE23014,ACE,Lanzarote
Bu³garia,Iskar ,BOJ11073,BOJ,Burgas
Portugalia,Aparthotel Eden Mar,FNC11003,FNC,Funchal
Wyspy Kanaryjskie,Faro Jandia,FUE11040,FUE,Fuerteventura
Grecja,Rhodos Horizon Blu,RHO11018,RHO,Rodos
Wyspy Kanaryjskie,Servatur Green Beach,LPA70007,LPA,Gran Canaria
Grecja,Roda Beach Resort & Spa,CFU19010,CFU,Korfu
Turcja,Hotel Side Star Resort,AYT41019,AYT,Antalya
Albania,Ylli i Detit,TIA10106,TIA,Tirana
Turcja,Titanic Mardan Palace,AYT25025,AYT,Antalya
Albania,New Akileda,TIA15030,TIA,Tirana
Grecja,Ilianthos Village,CHQ10050,HER,Heraklion
Wyspy Kanaryjskie,Sol Costa Atlantis (Hotel Beatriz Atlantis & Spa),TFS11020,TFS,Teneryfa
Wyspy Kanaryjskie,Hotel  Acuario,TFS11009,TFS,Teneryfa
Wyspy Kanaryjskie,Arona Gran & Spa,TFS33023,TFS,Teneryfa
Zjednoczone Emiraty Arabskie,Savoy Central,DXB12050,DXB,Dubai
Indonezja - Bali,Nusa Dua Beach Hotel and Spa,DPS20030,DPS,Denpasar
Hiszpania,Protur Sa Coma Playa Hotel & Spa,PMI68052,PMI,Palma de Mallorca
Grecja,Blue Lagoon Village DELUXE,KGS26026,KGS,Kos
Sri Lanka,Heritance Ahungalla,CMB65010,CMB,Sri Lanka
Czarnogóra,Aleksandar,TGD10031,TGD,Podgorica
Grecja,Kos Palace,KGS21010,KGS,Kos
Grecja,La Riviera Barbati,CFU35020,CFU,Korfu
Chorwacja,Hotel Medena,SPU23011,SPU,Split
Grecja,Karras,ZTH19019,ZTH,Zakynthos
Turcja,Sianji Well-Being Resort,BJV23205,BJV,Milas-Bodrum
Turcja,Annabella Diamond Hotel & Spa,AYT55001,AYT,Antalya
Wyspy Kanaryjskie,Suites & Villas by Dunas,LPA61018,LPA,Gran Canaria
Grecja,Aelius Hotel & Spa (ex. Lavris),HER40014,HER,Heraklion
Wyspy Kanaryjskie,Elba Sara,FUE26040,FUE,Fuerteventura
Mauritius,Shandrani Beachcomber Resort & Spa,MRU75010,MRU,Mauritius
Hiszpania,Bahia,PMI33041,PMI,Palma de Mallorca
Tajlandia,Centara Villas Phuket,HKT42015,HKT,Phuket
Hiszpania,Grupotel Cala San Vicente,IBZ20010,IBZ,Ibiza
Hiszpania,Best Alcazar,AGP50006,AGP,Costa del Sol
Turcja,Fun&Sun Family Life Belek,AYT31005,AYT,Antalya
Zanzibar,TUI BLUE Bahari Zanzibar,ZNZ30030,ZNZ,Zanzibar
Czarnogóra,Splendid Spa Resort,TGD11014,DBV,Dubrownik
Hiszpania,Globales Playa Santa Ponsa,PMI31016,PMI,Palma de Mallorca
Grecja,Eden Roc,RHO19010,RHO,Rodos
Wyspy Kanaryjskie,Servatur Waikiki,LPA31061,LPA,Gran Canaria
Kenia,Neptune Beach Resort,MBA12030,MBA,Mombasa
Indonezja - Bali,Mercure Bali Sanur Resort,DPS18010,DPS,Denpasar
Czarnogóra,Spa Resort Becici,TGD11006,TGD,Podgorica
Turcja,Hotel Side Star Elegance,AYT43025,AYT,Antalya
Grecja,Aphea Village,CHQ13019,CHQ,Chania
Wyspy Kanaryjskie,Hovima Costa Adeje,TFS31065,TFS,Teneryfa
Egipt,Shams Safaga,HRG12037,HRG,Hurghada
Malediwy,Atmosphere Kanifushi Maldives,MLE40450,MLE,Male
Tunezja,Diar Lemdina,NBE16018,NBE,Enfidha
Hiszpania,AluaSoul Ibiza,IBZ33019,IBZ,Ibiza
Turcja,Anik Hotel,AYT61077,AYT,Antalya
Egipt,Old Vic,SSH10000,SSH,Sharm El Sheikh
Cypr,Leonardo Plaza Cypria Maris Beach Hotel & Spa ,PFO10103,PFO,Pafos
Grecja,High Beach Annex - Miramare,HER21024,HER,Heraklion
Chorwacja,Hotel Royal Princess,DBV11042,DBV,Dubrownik
Bu³garia,Vezhen,VAR21036,VAR,Warna
Cypr,Sofianna Resort & Spa,PFO10066,PFO,Pafos
Wyspy Kanaryjskie,Riu Palace Jandia,FUE11004,FUE,Fuerteventura
Seszele,Kempinski Seychelles Resort Baie Lazare,SEZ20030,SEZ,Mahe
Tunezja,Samira Club Spa & Aquapark,NBE16043,NBE,Enfidha
Turcja,Ömer Holiday Village,ADB11012,ADB,Izmir
Turcja,DOUBLETREE by Hilton Antalya Kemer,AYT13009,AYT,Antalya
Zjednoczone Emiraty Arabskie,BM Beach Resort,RKT15015,DXB,Dubai
Grecja,Ariadne,HER52015,HER,Heraklion
Portugalia,Monica Isabel Beach Club,FAO16015,FAO,Faro
Bu³garia,Aparthotel Casablanca,VAR19001,VAR,Warna
Hiszpania,Globales Honolulu,PMI24012,PMI,Palma de Mallorca
Wyspy Kanaryjskie,MYND Adeje,TFS08007,TFS,Teneryfa
Turcja,Phaselis Rose Club,AYT11001,AYT,Antalya
Cypr,TUI BLUE Nausicaa Beach,LCA15082,LCA,Larnaca
Portugalia,Saccharum Resort & Spa,FNC14008,FNC,Funchal
Kuba,Sol Varadero Beach,VRA20114,HAV,Havana
Turcja,Liberty Hotels Lykia Family,DLM30070,DLM,Dalaman
Grecja,Electra Palace Rhodes,RHO20001,RHO,Rodos
Grecja,Corissia Princess,HER28025,HER,Heraklion
Hiszpania,Grand Palladium Palace Ibiza Resort & Spa,IBZ22025,IBZ,Ibiza
Hiszpania,Sentido Fido Punta del Mar Hotel & Spa,PMI31030,PMI,Palma de Mallorca
Hiszpania,Bahia de Alcudia,PMI83041,PMI,Palma de Mallorca
Tunezja,Djerba Golf Resort & SPA,DJE11111,DJE,Djerba
Bu³garia,Hotel Sol Nessebar Palace,BOJ10020,BOJ,Burgas
Hiszpania,AluaSoul Menorca,MAH15010,MAH,Minorka
Portugalia,Vila Gale Lagos,FAO12030,FAO,Faro
Grecja,Numo Iarapetra,HER16032,HER,Heraklion
Hiszpania,Leman,PMI43001,PMI,Palma de Mallorca
Turcja,Hotel Royal Dragon,AYT42027,AYT,Antalya
Turcja,Greenwood Resort,AYT14021,AYT,Antalya
Bu³garia,Hotel Perla Plaza,BOJ13004,BOJ,Burgas
Wyspy Kanaryjskie,Bull Dorado Beach & Spa,LPA70002,LPA,Gran Canaria
Dominikana,Hotel Ocean Blue & Sand,PUJ62047,PUJ,Punta Cana
Bu³garia,MOKO Beach managed by GRIFID,VAR21044,VAR,Warna
Bu³garia,Lti Dolce Vita Sunshine Resort,VAR21090,VAR,Warna
Hiszpania,Kilimanjaro,PMI44023,PMI,Palma de Mallorca
Chorwacja,Hotel Royal Blue,DBV11034,DBV,Dubrownik
Jamajka,Bahia Principe Grand Jamaica ,MBJ25025,MBJ,Montego Bay
Malediwy,Ellaidhoo Maldives by Cinnamon,MLE60030,MLE,Male
Grecja,Nana Golden Beach,HER41041,HER,Heraklion
Portugalia,FourViews Monumental Lido,FNC11029,FNC,Funchal
Wyspy Kanaryjskie,H10 Timanfaya Palace,ACE23011,ACE,Lanzarote
Turcja,Cullinan Hotels Belek,AYT31210,AYT,Antalya
Sri Lanka,Royal Palms Beach Hotel,CMB34020,CMB,Sri Lanka
Turcja,Rixos Sungate,AYT17050,AYT,Antalya
Sri Lanka,Riu Sri Lanka,CMB65001,CMB,Sri Lanka
Wyspy Kanaryjskie,Elba Carlota Beach,FUE26050,FUE,Fuerteventura
Egipt,Fantazia Resort,RMF18007,RMF,Marsa Alam
Egipt,JAZ Solaya,RMF18001,RMF,Marsa Alam
Hiszpania,Grupotel Farrutx,PMI82001,PMI,Palma de Mallorca
Turcja,Paloma Grida,AYT31080,AYT,Antalya
Egipt,Shams Alam Beach Resort,RMF18015,RMF,Marsa Alam
Czarnogóra,Iberostar Bellevue,TGD11003,TGD,Podgorica
Cypr,Akteon Holiday Village,PFO10046,PFO,Pafos
Grecja,Hotel Pavlina,GPA13012,GPA,Araxos
Turcja,Elysee Hotel,AYT61125,AYT,Antalya
Zjednoczone Emiraty Arabskie,First Central Hotel,DXB22001,DXB,Dubai
Zjednoczone Emiraty Arabskie,Swissotel Al Ghurair,DXB15035,DXB,Dubai
Grecja,Oasis Beach,HER33003,HER,Heraklion
Wyspy Kanaryjskie,Iberostar Playa Gaviotas Park ,FUE11048,FUE,Fuerteventura
Meksyk,Catalonia Royal Tulum,CUN44013,CUN,Cancun
Czarnogóra,Apartments Orange,TGD10051,DBV,Dubrownik
Turcja,Champion Holiday Village,AYT17046,AYT,Antalya
Bu³garia,Festa Via Pontica ,BOJ16006,BOJ,Burgas
Kenia,Diani Reef Beach Resort & Spa,MBA21070,MBA,Mombasa
Hiszpania,THB Sur Mallorca,PMI51003,PMI,Palma de Mallorca
